T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,Appliances,Lights
19.5,39.0,18.1,39.26,19.79,40.5,18.89,38.29,17.2,61.24888889,-5.257222222,85.83833333,17.73,33.9,19.7,45.5,16.85666667,40.7,-4.37,756.4,90.33333333,1.0,64.0,-5.77,56,2
19.5,39.0,18.06666667,39.26,19.73,40.5,18.89,38.29,17.2,61.12666667,-5.173333333,86.06166667,17.735,33.9,19.7,45.45,16.79,40.795,-4.3,756.35,90.0,1.0,64.0,-5.75,56,2
19.39,38.9,18.0,39.2,19.79,40.59,18.79,38.2,17.2,61.00944444,-5.073809524,86.48238095,17.72,33.9,19.63846154,45.31538462,16.79,40.9,-4.23,756.3,89.66666667,1.0,64.0,-5.73,58,2
19.39,38.9,18.0,39.29,19.73,40.59,18.79,38.2,17.2,60.85611111,-5.034285714,86.72380952,17.7,33.91111111,19.6,45.216875,16.79,41.0,-4.17,756.25,89.33333333,1.0,64.0,-5.72,58,2
19.39,38.9,18.0,39.29,19.73,40.59,18.76,38.2,17.16666667,60.735,-5.03,86.37944444,17.7,33.93333333,19.6,45.2,16.79,41.06,-4.1,756.2,89.0,1.0,64.0,-5.7,58,2
19.39,38.9,17.89,39.32666667,19.79,40.66333333,18.76,38.2,17.11666667,60.645,-5.03,86.07166667,17.7,33.93888889,19.58888889,45.2,16.79,41.09,-4.1,756.2166667,89.0,1.0,64.0,-5.7,58,2
19.29,38.9,17.89,39.4,19.76,40.7,18.7,38.2,17.10555556,60.47611111,-5.02,86.05611111,17.7,33.95555556,19.55555556,45.13277778,16.79,41.16333333,-4.1,756.2333332999999,89.0,1.0,64.0,-5.7,59,2
19.29,38.96666667,17.85666667,39.46666667,19.76,40.62666667,18.7,38.2,17.11666667,60.38166667,-4.988888889,86.28722222,17.7,33.98888889,19.55,45.025,16.79,41.2,-4.1,756.25,89.0,1.0,64.0,-5.7,59,2
19.29,39.03,17.79,39.46666667,19.7,40.66333333,18.66666667,38.16333333,17.1,60.28722222,-4.95,86.45277778,17.65,33.93888889,19.55555556,45.055,16.79,41.26,-4.1,756.2666667000001,89.0,1.0,64.0,-5.7,60,2
19.23,39.03,17.79,39.5,19.7,40.5675,18.6,38.16333333,17.1,60.145,-4.905555556,86.76777778,17.63333333,33.9,19.5,45.09,16.79,41.29,-4.1,756.2833333,89.0,1.0,64.0,-5.7,59,2
19.2,39.0,17.79,39.5,19.7,40.5,18.6,38.09,17.1,60.06944444,-4.8611111110000005,86.98777778,17.6,33.82666667,19.5,45.09,16.79,41.36333333,-4.1,756.3,89.0,1.0,64.0,-5.7,58,2
19.2,39.0,17.7,39.5,19.6,40.32666667,18.6,38.09,17.08888889,59.92111111,-5.023888889,85.44222222,17.6,33.9,19.5,45.065,16.79,41.4,-4.17,756.3166667,89.33333333,1.0,63.83333333,-5.72,59,2
19.2,39.09,17.7,39.5675,19.6,40.46666667,18.5,38.09,17.05555556,59.76111111,-5.209444444,84.12277778,17.6,33.9,19.49388889,45.01444444,16.79,41.46666667,-4.23,756.3333332999999,89.66666667,1.0,63.66666667,-5.73,60,2
19.13333333,39.09,17.7,39.59,19.6,40.5,18.5,38.16333333,17.04,59.68899999999999,-5.338888889,83.56944444,17.6,33.9,19.42666667,44.93333333,16.79,41.5,-4.3,756.35,90.0,1.0,63.5,-5.75,61,2
19.1,39.09,17.66666667,39.56,19.6,40.5,18.46333333,38.06,17.01111111,59.58722222,-5.411111111,83.59111111,17.6,33.9,19.39,44.9,16.79,41.5,-4.37,756.3666667,90.33333333,1.0,63.33333333,-5.77,61,2
19.1,39.16333333,17.6,39.5,19.6,40.5,18.445,38.045,17.0,59.515,-5.433333332999999,83.76777778,17.6,33.9,19.39,44.86944444,16.79,41.59,-4.43,756.3833333,90.66666667,1.0,63.16666667,-5.78,61,2
19.06666667,39.2,17.6,39.59,19.6,40.5,18.39,38.0,17.0,59.399375,-5.433333332999999,84.005,17.54444444,33.9,19.39,44.86333333,16.79,41.59,-4.5,756.4,91.0,1.0,63.0,-5.8,62,2
19.0,39.2,17.6,39.59,19.6,40.56,18.39,38.0,17.0,59.32666667,-5.5194444439999995,83.57,17.51666667,33.9,19.39,44.81444444,16.79,41.59,-4.47,756.4166667000001,90.83333333,1.0,63.16666667,-5.78,62,2
19.0,39.595,17.5,39.73,19.6,40.43333333,18.39,38.0,17.0,59.215,-5.58,83.30333333,17.5,33.9,19.39,44.79,16.79,41.66333333,-4.43,756.4333333,90.66666667,1.0,63.33333333,-5.77,62,2
19.0,39.96333333,17.5,39.93,19.5,40.26,18.29,38.03,16.98,59.15,-5.612222222000001,83.54555556,17.525,33.9,19.39,44.79,16.79,41.7,-4.4,756.45,90.5,1.0,63.5,-5.75,68,2
19.0,40.03,17.5,40.12666667,19.5,40.2,18.29,38.09,16.923,58.677,-5.612222222000001,84.16888889,17.5,33.9,19.37888889,44.79,16.79,41.7,-4.37,756.4666667,90.33333333,1.0,63.66666667,-5.73,68,2
19.0,40.0,17.5,40.26,19.5,40.03,18.29,38.09,16.99833333,56.34166667,-5.492777778,85.28388889,17.5,33.9,19.30666667,44.82055556,16.79,41.7,-4.33,756.4833332999999,90.16666667,1.0,63.83333333,-5.72,69,2
19.0,39.93333333,17.46333333,40.5,19.5,40.09,18.29,38.09,17.075,54.854375,-5.315,86.23833333,17.4725,33.8725,19.29,44.90555556,16.79,41.59,-4.3,756.5,90.0,1.0,64.0,-5.7,70,2
18.96333333,39.93333333,17.39,40.56,19.39,39.86333333,18.2,38.0,17.1,54.158125,-5.185555556000001,86.66833333,17.5,33.9,19.29,45.00888889,16.79,41.59,-4.3,756.55,89.83333333,1.0,64.0,-5.73,76,2
18.89,40.06,17.39,40.7,19.39,39.86333333,18.2,38.06,17.05,54.74944444,-5.075,86.64,17.47555556,33.87555556,19.285,44.90555556,16.79,41.56,-4.3,756.6,89.66666667,1.0,64.0,-5.77,76,2
18.89,40.2,17.39,40.7,19.39,39.82666667,18.2,38.23,17.0,55.36388889,-5.035,86.33722222,17.445,33.845,19.23,44.71166667,16.79,41.43333333,-4.3,756.65,89.5,1.0,64.0,-5.8,76,2
18.89,40.2,17.39,40.73,19.32333333,39.9,18.2,38.29,16.945,55.85055556,-5.091111111,85.79277778,17.41444444,33.83888889,19.2,44.47611111,16.76,41.22333333,-4.3,756.7,89.33333333,1.0,64.0,-5.83,77,2
18.89,40.32666667,17.39,40.86333333,19.29,40.0,18.2,38.4,16.89,56.16,-5.14,85.10722222,17.41444444,33.81444444,19.19,44.325,16.7,41.03,-4.3,756.75,89.16666667,1.0,64.0,-5.87,76,2
18.89,40.52666667,17.35666667,40.93333333,19.29,40.0,18.13333333,38.46666667,16.89,56.44777778,-5.245,84.35777778,17.39,33.82666667,19.13333333,44.155,16.7,40.72333333,-4.3,756.8,89.0,1.0,64.0,-5.9,75,2
18.89,40.59,17.29,41.06,19.29,40.06,18.1,38.62666667,16.89,56.65722222,-5.338888889,83.97944444,17.39,33.88166667,19.1,44.00944444,16.7,40.46333333,-4.4,756.8666667,89.66666667,1.0,63.66666667,-5.9,77,2
18.89,40.53,17.29,41.0,19.29,40.0,18.1,38.62666667,16.89,56.81055556,-5.411111111,83.46722222,17.39,33.89388889,19.08333333,43.79833333,16.7,40.26,-4.5,756.9333333,90.33333333,1.0,63.33333333,-5.9,76,2
18.79,40.4,17.29,41.0,19.29,40.0,18.1,38.59,16.88444444,56.91111111,-5.488888889,83.44888889,17.39,33.85111111,19.03333333,43.61611111,16.7,40.06666667,-4.6,757.0,91.0,1.0,63.0,-5.9,77,2
18.79,40.4,17.29,41.0,19.29,40.0,18.1,38.53,16.82636364,56.93636364,-5.444444444,83.77666667,17.39,33.86833333,19.0,43.41111111,16.66666667,39.83333333,-4.7,757.0666667,91.66666667,1.0,62.66666667,-5.9,78,2
18.79,40.43333333,17.26,40.96666667,19.23,39.93333333,18.06666667,38.46666667,16.79,56.96111111,-5.433333332999999,83.84444444,17.37888889,33.93888889,19.0,43.4,16.6,39.62666667,-4.8,757.1333333,92.33333333,1.0,62.33333333,-5.9,82,2
18.79,40.43333333,17.2,40.9,19.2,39.9,18.0,38.3175,16.80666667,56.99277778,-5.433333332999999,83.61444444,17.34,33.93888889,18.945,43.29555556,16.6,39.46666667,-4.9,757.2,93.0,1.0,62.0,-5.9,83,2
18.7,40.5,17.2,41.0,19.2,39.9,18.0,38.29,16.79555556,57.005,-5.494444444,83.07833333,17.29,33.9,18.89,43.15722222,16.6,39.4,-4.7,757.2166667,92.66666667,1.0,62.0,-5.75,80,2
18.7,40.56,17.2,41.0,19.2,39.9,18.0,38.2,16.79,57.0,-5.576111111,82.32944444,17.32333333,33.87555556,18.89,43.045,16.6,39.26,-4.5,757.2333332999999,92.33333333,1.0,62.0,-5.6,79,2
18.7,40.59,17.2,41.06,19.2,39.82666667,17.89,38.2,16.79,57.0,-5.715,81.64166667,17.32529412,33.9,18.89,42.96111111,16.6,39.12666667,-4.3,757.25,92.0,1.0,62.0,-5.45,80,2
18.7,40.59,17.2,41.0,19.1,39.76,17.89,38.16333333,16.77,57.0,-5.798888889,81.16277778,17.29,33.9,18.86777778,42.825,16.6,39.0,-4.1,757.2666667000001,91.66666667,1.0,62.0,-5.3,79,2
18.7,40.59,17.2,41.03,19.1,39.76,17.89,38.09,16.73,56.99444444,-5.833333333,81.20444444,17.29,33.9,18.81777778,42.71888889,16.6,38.9,-3.9,757.2833333,91.33333333,1.0,62.0,-5.15,80,2
18.625,40.545,17.13333333,41.03,19.1,39.79,17.89,38.09,16.745,56.91111111,-5.822222222000001,81.79444444,17.29,33.80833333,18.80176471,42.60294118,16.5,38.845,-3.7,757.3,91.0,1.0,62.0,-5.0,79,2
18.6,40.53,17.13333333,41.09,19.1,39.79,17.89,38.09,16.7,56.9,-5.708333333,82.56555556,17.29,33.79,18.79,42.505,16.5,38.76,-3.48,757.3166667,89.33333333,1.0,62.33333333,-5.05,79,2
18.6,40.5,17.13333333,41.03,19.1,39.73,17.89,38.09,16.7,56.893125,-5.625,83.08944444,17.29,33.79,18.77,42.45,16.5,38.7,-3.27,757.3333332999999,87.66666667,1.0,62.66666667,-5.1,79,2
18.6,40.5,17.2,40.96666667,19.03333333,39.79,17.89,38.09,16.7,56.82666667,-5.403888889,84.17444444,17.29,33.765,18.745,42.33277778,16.5,38.7,-3.05,757.35,86.0,1.0,63.0,-5.15,78,2
